name,source
FBtr0073569.1,protein_coding
FBtr0073570.1,protein_coding
FBtr0073571.1,protein_coding
FBtr0073572.1,protein_coding
FBtr0073573.1,protein_coding
FBtr0073574.1,protein_coding
FBtr0073575.1,protein_coding
FBtr0073576.1,protein_coding
FBtr0073577.1,protein_coding
FBtr0073578.1,protein_coding
FBtr0073579.1,protein_coding
FBtr0073580.1,protein_coding
FBtr0073581.1,protein_coding
FBtr0073582.1,protein_coding
FBtr0073590.1,protein_coding
FBtr0073591.1,protein_coding
FBtr0073593.1,lincRNA
FBtr0073594.1,protein_coding
FBtr0073595.1,protein_coding
FBtr0073596.1,protein_coding
FBtr0073600.1,protein_coding
FBtr0073601.1,protein_coding
FBtr0073602.1,protein_coding
FBtr0073603.1,protein_coding
FBtr0073604.1,protein_coding
FBtr0073606.1,protein_coding
FBtr0073607.1,protein_coding
FBtr0073608.1,protein_coding
FBtr0073609.1,protein_coding
FBtr0073610.1,protein_coding
FBtr0073611.1,protein_coding
FBtr0073612.1,protein_coding
FBtr0073613.1,protein_coding
FBtr0073615.1,protein_coding
FBtr0073616.1,protein_coding
FBtr0073617.1,protein_coding
FBtr0073618.1,protein_coding
FBtr0073619.1,protein_coding
FBtr0073620.1,protein_coding
FBtr0073621.1,protein_coding
FBtr0073622.1,protein_coding
FBtr0073623.1,protein_coding
FBtr0073625.1,lincRNA
FBtr0073626.1,lincRNA
FBtr0073627.1,lincRNA
FBtr0073628.1,lincRNA
FBtr0073633.1,protein_coding
FBtr0073634.1,protein_coding
FBtr0073635.1,protein_coding
FBtr0073637.1,protein_coding
FBtr0073638.1,protein_coding
FBtr0073640.1,protein_coding
FBtr0073641.1,protein_coding
FBtr0073642.1,protein_coding
FBtr0073643.1,protein_coding
FBtr0073644.1,protein_coding
FBtr0073647.1,protein_coding
FBtr0073650.1,protein_coding
FBtr0073651.1,protein_coding
FBtr0073652.1,protein_coding
FBtr0073653.1,protein_coding
FBtr0073655.1,protein_coding
FBtr0073656.1,protein_coding
FBtr0073657.1,protein_coding
FBtr0073658.1,protein_coding
FBtr0073659.1,protein_coding
FBtr0073660.1,protein_coding
FBtr0073661.1,protein_coding
FBtr0073662.1,protein_coding
FBtr0073667.1,protein_coding
FBtr0073668.1,protein_coding
FBtr0073669.1,protein_coding
FBtr0073670.1,protein_coding
FBtr0073672.1,protein_coding
FBtr0073674.1,protein_coding
FBtr0073675.1,protein_coding
FBtr0073678.1,protein_coding
FBtr0073680.1,protein_coding
FBtr0073682.1,protein_coding
FBtr0073683.1,protein_coding
FBtr0073685.1,protein_coding
FBtr0073686.1,protein_coding
FBtr0073687.1,protein_coding
FBtr0073688.1,protein_coding
FBtr0073689.1,protein_coding
FBtr0073690.1,protein_coding
FBtr0073691.1,protein_coding
FBtr0073692.1,protein_coding
FBtr0073693.1,protein_coding
FBtr0073694.1,protein_coding
FBtr0073695.1,protein_coding
FBtr0073696.1,protein_coding
FBtr0073697.1,protein_coding
FBtr0073698.1,protein_coding
FBtr0073699.1,protein_coding
FBtr0073702.1,protein_coding
FBtr0073703.1,protein_coding
FBtr0073704.1,protein_coding
FBtr0073705.1,protein_coding
FBtr0073709.1,protein_coding
FBtr0073712.1,protein_coding
FBtr0073716.1,protein_coding
FBtr0073717.1,protein_coding
FBtr0073720.1,protein_coding
FBtr0073721.1,protein_coding
FBtr0073722.1,protein_coding
FBtr0073723.1,protein_coding
FBtr0073724.1,protein_coding
FBtr0073725.1,protein_coding
FBtr0073726.1,protein_coding
FBtr0073727.1,protein_coding
FBtr0073728.1,protein_coding
FBtr0073729.1,protein_coding
FBtr0073730.1,protein_coding
FBtr0073731.1,protein_coding
FBtr0073732.1,protein_coding
FBtr0073733.1,protein_coding
FBtr0073734.1,protein_coding
FBtr0073737.1,protein_coding
FBtr0073738.1,protein_coding
FBtr0073741.1,protein_coding
FBtr0073745.1,protein_coding
FBtr0073747.1,protein_coding
FBtr0073748.1,protein_coding
FBtr0073750.1,protein_coding
FBtr0073752.1,protein_coding
FBtr0073753.1,protein_coding
FBtr0073754.1,protein_coding
FBtr0073755.1,protein_coding
FBtr0073756.1,protein_coding
FBtr0073757.1,protein_coding
FBtr0073763.1,protein_coding
FBtr0073764.1,protein_coding
FBtr0073766.1,protein_coding
FBtr0073767.1,protein_coding
FBtr0073768.1,protein_coding
FBtr0073769.1,protein_coding
FBtr0073770.1,protein_coding
FBtr0073771.1,protein_coding
FBtr0073772.1,protein_coding
FBtr0073773.1,protein_coding
FBtr0073774.1,protein_coding
FBtr0073775.1,protein_coding
FBtr0073776.1,protein_coding
FBtr0073777.1,protein_coding
FBtr0073778.1,protein_coding
FBtr0073779.1,protein_coding
FBtr0073782.1,protein_coding
FBtr0073783.1,protein_coding
FBtr0073784.1,protein_coding
FBtr0073785.1,protein_coding
FBtr0073787.1,protein_coding
FBtr0073788.1,protein_coding
FBtr0073789.1,protein_coding
FBtr0073790.1,protein_coding
FBtr0073792.1,protein_coding
FBtr0073793.1,protein_coding
FBtr0073794.1,protein_coding
FBtr0073795.1,protein_coding
FBtr0073796.1,protein_coding
FBtr0073798.1,protein_coding
FBtr0073799.1,protein_coding
FBtr0073800.1,protein_coding
FBtr0073803.1,protein_coding
FBtr0073805.1,protein_coding
FBtr0073806.1,protein_coding
FBtr0073807.1,protein_coding
FBtr0073808.1,protein_coding
FBtr0073809.1,protein_coding
FBtr0073810.1,protein_coding
FBtr0073811.1,protein_coding
FBtr0073812.1,protein_coding
FBtr0073817.1,protein_coding
FBtr0073818.1,protein_coding
FBtr0073819.1,protein_coding
FBtr0073820.1,protein_coding
FBtr0073821.1,protein_coding
FBtr0073822.1,protein_coding
FBtr0073823.1,protein_coding
FBtr0073825.1,protein_coding
FBtr0073826.1,protein_coding
FBtr0073827.1,protein_coding
FBtr0073828.1,protein_coding
FBtr0073833.1,protein_coding
FBtr0073834.1,protein_coding
FBtr0073835.1,protein_coding
FBtr0073836.1,protein_coding
FBtr0073837.1,protein_coding
FBtr0073838.1,protein_coding
FBtr0073839.1,protein_coding
FBtr0073840.1,protein_coding
FBtr0073841.1,protein_coding
FBtr0073842.1,protein_coding
FBtr0073843.1,protein_coding
FBtr0073844.1,protein_coding
FBtr0073845.1,protein_coding
FBtr0073846.1,protein_coding
FBtr0073847.1,protein_coding
FBtr0073848.1,protein_coding
FBtr0073849.1,protein_coding
FBtr0073850.1,protein_coding
FBtr0073851.1,protein_coding
FBtr0073852.1,protein_coding
FBtr0073853.1,protein_coding
FBtr0073854.1,protein_coding
FBtr0073855.1,protein_coding
FBtr0073857.1,tRNA
FBtr0073858.1,tRNA
FBtr0073859.1,tRNA
FBtr0073860.1,tRNA
FBtr0073861.1,tRNA
FBtr0073862.1,tRNA
FBtr0073863.1,tRNA
FBtr0073865.1,tRNA
FBtr0073866.1,tRNA
FBtr0073868.1,protein_coding
FBtr0073869.1,protein_coding
FBtr0073870.1,tRNA
FBtr0073871.1,tRNA
FBtr0073872.1,tRNA
FBtr0073885.1,tRNA
FBtr0073886.1,tRNA
FBtr0073891.1,protein_coding
FBtr0073892.1,protein_coding
FBtr0073893.1,protein_coding
FBtr0073894.1,protein_coding
FBtr0073897.1,protein_coding
FBtr0073898.1,protein_coding
FBtr0073899.1,protein_coding
FBtr0073900.1,protein_coding
FBtr0073901.1,protein_coding
FBtr0073902.1,protein_coding
FBtr0073903.1,protein_coding
FBtr0073904.1,protein_coding
FBtr0073908.1,protein_coding
FBtr0073911.1,protein_coding
FBtr0073913.1,protein_coding
FBtr0073914.1,protein_coding
FBtr0073915.1,protein_coding
FBtr0073916.1,protein_coding
FBtr0073918.1,protein_coding
FBtr0073919.1,protein_coding
FBtr0073920.1,protein_coding
FBtr0073922.1,protein_coding
FBtr0073923.1,protein_coding
FBtr0073926.1,protein_coding
FBtr0073927.1,protein_coding
FBtr0073928.1,protein_coding
FBtr0073929.1,protein_coding
FBtr0073930.1,protein_coding
FBtr0073932.1,protein_coding
FBtr0073933.1,protein_coding
FBtr0073935.1,protein_coding
FBtr0073936.1,protein_coding
FBtr0073937.1,protein_coding
FBtr0073938.1,protein_coding
FBtr0073939.1,protein_coding
FBtr0073940.1,protein_coding
FBtr0073941.1,protein_coding
FBtr0073942.1,protein_coding
FBtr0073943.1,protein_coding
FBtr0073944.1,protein_coding
FBtr0073945.1,protein_coding
FBtr0073946.1,protein_coding
FBtr0073947.1,protein_coding
FBtr0073948.1,protein_coding
FBtr0073949.1,protein_coding
FBtr0073950.1,protein_coding
FBtr0073951.1,protein_coding
FBtr0073952.1,protein_coding
FBtr0073954.1,protein_coding
FBtr0073955.1,protein_coding
FBtr0073956.1,protein_coding
FBtr0073957.1,protein_coding
FBtr0073958.1,protein_coding
FBtr0073959.1,protein_coding
FBtr0073960.1,protein_coding
FBtr0073961.1,protein_coding
FBtr0073962.1,protein_coding
FBtr0073963.1,protein_coding
FBtr0073964.1,protein_coding
FBtr0073965.1,protein_coding
FBtr0073966.1,protein_coding
FBtr0073967.1,protein_coding
FBtr0073968.1,protein_coding
FBtr0073970.1,protein_coding
FBtr0073972.1,protein_coding
FBtr0073973.1,protein_coding
FBtr0073974.1,protein_coding
FBtr0073975.1,protein_coding
FBtr0073976.1,protein_coding
FBtr0073977.1,protein_coding
FBtr0073978.1,protein_coding
FBtr0073979.1,protein_coding
FBtr0073980.1,protein_coding
FBtr0073983.1,protein_coding
FBtr0073984.1,protein_coding
FBtr0073985.1,protein_coding
FBtr0073986.1,protein_coding
FBtr0073987.1,protein_coding
FBtr0073988.1,protein_coding
FBtr0073989.1,protein_coding
FBtr0073990.1,protein_coding
FBtr0073992.1,protein_coding
FBtr0073999.1,protein_coding
FBtr0074001.1,protein_coding
FBtr0074002.1,protein_coding
FBtr0074005.1,protein_coding
FBtr0074006.1,protein_coding
FBtr0074007.1,protein_coding
FBtr0074008.1,protein_coding
FBtr0074009.1,protein_coding
FBtr0074010.1,protein_coding
FBtr0074011.1,protein_coding
FBtr0074012.1,protein_coding
FBtr0074014.1,protein_coding
FBtr0074015.1,protein_coding
FBtr0074017.1,protein_coding
FBtr0074018.1,protein_coding
FBtr0074019.1,protein_coding
FBtr0074020.1,protein_coding
FBtr0074021.1,protein_coding
FBtr0074022.1,protein_coding
FBtr0074023.1,protein_coding
FBtr0074024.1,protein_coding
FBtr0074025.1,protein_coding
FBtr0074026.1,protein_coding
FBtr0074027.1,protein_coding
FBtr0074028.1,protein_coding
FBtr0074029.1,protein_coding
FBtr0074030.1,protein_coding
FBtr0074031.1,protein_coding
FBtr0074032.1,protein_coding
FBtr0074033.1,protein_coding
FBtr0074034.1,protein_coding
FBtr0074035.1,protein_coding
FBtr0074036.1,protein_coding
FBtr0074037.1,protein_coding
FBtr0074039.1,protein_coding
FBtr0074040.1,protein_coding
FBtr0074042.1,protein_coding
FBtr0074043.1,protein_coding
FBtr0074045.1,protein_coding
FBtr0074046.1,protein_coding
FBtr0074047.1,protein_coding
FBtr0074048.1,protein_coding
FBtr0074050.1,protein_coding
FBtr0074051.1,protein_coding
FBtr0074052.1,protein_coding
FBtr0074053.1,protein_coding
FBtr0074054.1,protein_coding
FBtr0074055.1,protein_coding
FBtr0074056.1,protein_coding
FBtr0074057.1,protein_coding
FBtr0074058.1,protein_coding
FBtr0074059.1,protein_coding
FBtr0074060.1,protein_coding
FBtr0074062.1,protein_coding
FBtr0074063.1,protein_coding
FBtr0074064.1,protein_coding
FBtr0074066.1,protein_coding
FBtr0074071.1,protein_coding
FBtr0074072.1,protein_coding
FBtr0074073.1,protein_coding
FBtr0074074.1,protein_coding
FBtr0074075.1,protein_coding
FBtr0074076.1,protein_coding
FBtr0074077.1,protein_coding
FBtr0074079.1,protein_coding
FBtr0074082.1,protein_coding
FBtr0074083.1,protein_coding
FBtr0074084.1,protein_coding
FBtr0074085.1,protein_coding
FBtr0074086.1,protein_coding
FBtr0074087.1,protein_coding
FBtr0074088.1,protein_coding
FBtr0074089.1,protein_coding
FBtr0074090.1,protein_coding
FBtr0074094.1,protein_coding
FBtr0074095.1,protein_coding
FBtr0074096.1,protein_coding
FBtr0074097.1,protein_coding
FBtr0074098.1,protein_coding
FBtr0074099.1,protein_coding
FBtr0074100.1,protein_coding
FBtr0074101.1,protein_coding
FBtr0074103.1,protein_coding
FBtr0074104.1,protein_coding
FBtr0074105.1,protein_coding
FBtr0074106.1,protein_coding
FBtr0074107.1,protein_coding
FBtr0074108.1,protein_coding
FBtr0074110.1,protein_coding
FBtr0074111.1,protein_coding
FBtr0074112.1,protein_coding
FBtr0074114.1,protein_coding
FBtr0074115.1,protein_coding
FBtr0074116.1,protein_coding
FBtr0074117.1,protein_coding
FBtr0074118.1,protein_coding
FBtr0074119.1,protein_coding
FBtr0074121.1,protein_coding
FBtr0074122.1,protein_coding
FBtr0074123.1,protein_coding
FBtr0074124.1,protein_coding
FBtr0074125.1,protein_coding
FBtr0074129.1,protein_coding
FBtr0074130.1,protein_coding
FBtr0074132.1,protein_coding
FBtr0074133.1,protein_coding
FBtr0074134.1,protein_coding
FBtr0074135.1,protein_coding
FBtr0074137.1,protein_coding
FBtr0074138.1,protein_coding
FBtr0074139.1,protein_coding
FBtr0074140.1,protein_coding
FBtr0074141.1,protein_coding
FBtr0074142.1,protein_coding
FBtr0074143.1,protein_coding
FBtr0074144.1,protein_coding
FBtr0074145.1,protein_coding
FBtr0074146.1,protein_coding
FBtr0074147.1,protein_coding
FBtr0074148.1,protein_coding
FBtr0074149.1,protein_coding
FBtr0074150.1,protein_coding
FBtr0074151.1,protein_coding
FBtr0074152.1,protein_coding
FBtr0074153.1,protein_coding
FBtr0074154.1,protein_coding
FBtr0074159.1,protein_coding
FBtr0074162.1,protein_coding
FBtr0074166.1,protein_coding
FBtr0074167.1,protein_coding
FBtr0074168.1,protein_coding
FBtr0074169.1,protein_coding
FBtr0074170.1,protein_coding
FBtr0074171.1,protein_coding
FBtr0074173.1,protein_coding
FBtr0074174.1,protein_coding
FBtr0074175.1,protein_coding
FBtr0074176.1,protein_coding
FBtr0074177.1,protein_coding
FBtr0074178.1,protein_coding
FBtr0074179.1,protein_coding
FBtr0074180.1,protein_coding
FBtr0074181.1,protein_coding
FBtr0074182.1,protein_coding
FBtr0074183.1,protein_coding
FBtr0074184.1,protein_coding
FBtr0074185.1,protein_coding
FBtr0074186.1,protein_coding
FBtr0074187.1,protein_coding
FBtr0074188.1,protein_coding
FBtr0074189.1,protein_coding
FBtr0074190.1,protein_coding
FBtr0074191.1,protein_coding
FBtr0074192.1,protein_coding
FBtr0074193.1,protein_coding
FBtr0074194.1,protein_coding
FBtr0074197.1,protein_coding
FBtr0074198.1,protein_coding
FBtr0074201.1,protein_coding
FBtr0074202.1,protein_coding
FBtr0074203.1,protein_coding
FBtr0074205.1,protein_coding
FBtr0074206.1,protein_coding
FBtr0074207.1,protein_coding
FBtr0074208.1,snRNA
FBtr0074209.1,protein_coding
FBtr0074210.1,protein_coding
FBtr0074211.1,protein_coding
FBtr0074212.1,protein_coding
FBtr0074214.1,protein_coding
FBtr0074216.1,protein_coding
FBtr0074217.1,protein_coding
FBtr0074222.1,protein_coding
FBtr0074225.1,protein_coding
FBtr0074226.1,protein_coding
FBtr0074230.1,protein_coding
FBtr0074232.1,protein_coding
FBtr0074233.1,protein_coding
FBtr0074234.1,protein_coding
FBtr0074236.1,protein_coding
FBtr0074237.1,protein_coding
FBtr0074238.1,protein_coding
FBtr0074240.1,protein_coding
FBtr0074241.1,protein_coding
FBtr0074242.1,protein_coding
FBtr0074243.1,protein_coding
FBtr0074244.1,protein_coding
FBtr0074245.1,protein_coding
FBtr0074246.1,protein_coding
FBtr0074247.1,protein_coding
FBtr0074249.1,snRNA
FBtr0074250.1,protein_coding
FBtr0074251.1,protein_coding
FBtr0074255.1,protein_coding
FBtr0074257.1,protein_coding
FBtr0074258.1,protein_coding
FBtr0074259.1,protein_coding
FBtr0074260.1,protein_coding
FBtr0074261.1,protein_coding
FBtr0074262.1,protein_coding
FBtr0074263.1,protein_coding
FBtr0074264.1,protein_coding
FBtr0074265.1,protein_coding
FBtr0074266.1,protein_coding
FBtr0074267.1,protein_coding
FBtr0074268.1,protein_coding
FBtr0074269.1,protein_coding
FBtr0074270.1,protein_coding
FBtr0074271.1,protein_coding
FBtr0074272.1,protein_coding
FBtr0074273.1,protein_coding
FBtr0074274.1,protein_coding
FBtr0074275.1,protein_coding
FBtr0074276.1,protein_coding
FBtr0074278.1,protein_coding
FBtr0074279.1,protein_coding
FBtr0074280.1,protein_coding
FBtr0074281.1,protein_coding
FBtr0074282.1,protein_coding
FBtr0074283.1,protein_coding
FBtr0074284.1,protein_coding
FBtr0074285.1,protein_coding
FBtr0074286.1,protein_coding
FBtr0074287.1,protein_coding
FBtr0074288.1,protein_coding
FBtr0074289.1,protein_coding
FBtr0074290.1,protein_coding
FBtr0074292.1,protein_coding
FBtr0074293.1,protein_coding
FBtr0074294.1,protein_coding
FBtr0074295.1,protein_coding
FBtr0074296.1,protein_coding
FBtr0074297.1,protein_coding
FBtr0074298.1,protein_coding
FBtr0074299.1,protein_coding
FBtr0074300.1,protein_coding
FBtr0074301.1,protein_coding
FBtr0074302.1,protein_coding
FBtr0074303.1,protein_coding
FBtr0074304.1,protein_coding
FBtr0074305.1,protein_coding
FBtr0074306.1,protein_coding
FBtr0074307.1,protein_coding
FBtr0074308.1,protein_coding
FBtr0074309.1,protein_coding
FBtr0074310.1,protein_coding
FBtr0074311.1,protein_coding
FBtr0074312.1,protein_coding
FBtr0074313.1,protein_coding
FBtr0074314.1,protein_coding
FBtr0074315.1,protein_coding
FBtr0074318.1,protein_coding
FBtr0074321.1,protein_coding
FBtr0074322.1,protein_coding
FBtr0074324.1,protein_coding
FBtr0074325.1,protein_coding
FBtr0074326.1,protein_coding
FBtr0074329.1,protein_coding
FBtr0074330.1,protein_coding
FBtr0074331.1,protein_coding
FBtr0074332.1,protein_coding
FBtr0074333.1,protein_coding
FBtr0074334.1,protein_coding
FBtr0074335.1,protein_coding
FBtr0074336.1,protein_coding
FBtr0074337.1,protein_coding
FBtr0074338.1,protein_coding
FBtr0074339.1,protein_coding
FBtr0074341.1,protein_coding
FBtr0074342.1,protein_coding
FBtr0074343.1,protein_coding
FBtr0074344.1,protein_coding
FBtr0074345.1,protein_coding
FBtr0074346.1,protein_coding
FBtr0074347.1,protein_coding
FBtr0074348.1,protein_coding
FBtr0074349.1,protein_coding
FBtr0074350.1,protein_coding
FBtr0074351.1,protein_coding
FBtr0074352.1,protein_coding
FBtr0074353.1,protein_coding
FBtr0074354.1,protein_coding
FBtr0074355.1,protein_coding
FBtr0074356.1,protein_coding
FBtr0074357.1,protein_coding
FBtr0074359.1,protein_coding
FBtr0074361.1,protein_coding
FBtr0074362.1,protein_coding
FBtr0074363.1,protein_coding
FBtr0074364.1,protein_coding
FBtr0074365.1,protein_coding
FBtr0074366.1,protein_coding
FBtr0074367.1,protein_coding
FBtr0074368.1,protein_coding
FBtr0074369.1,protein_coding
FBtr0074370.1,protein_coding
FBtr0074371.1,protein_coding
FBtr0074372.1,protein_coding
FBtr0074373.1,protein_coding
FBtr0074375.1,protein_coding
FBtr0074376.1,protein_coding
FBtr0074377.1,protein_coding
FBtr0074381.1,protein_coding
FBtr0074382.1,protein_coding
FBtr0074383.1,protein_coding
FBtr0074384.1,protein_coding
FBtr0074385.1,protein_coding
FBtr0074386.1,protein_coding
FBtr0074387.1,protein_coding
FBtr0074388.1,protein_coding
FBtr0074389.1,protein_coding
FBtr0074390.1,protein_coding
FBtr0074391.1,protein_coding
FBtr0074392.1,protein_coding
FBtr0074393.1,protein_coding
FBtr0074394.1,protein_coding
FBtr0074400.1,protein_coding
FBtr0074402.1,protein_coding
FBtr0074403.1,protein_coding
FBtr0074404.1,protein_coding
FBtr0074405.1,protein_coding
FBtr0074406.1,protein_coding
FBtr0074410.1,protein_coding
FBtr0074411.1,protein_coding
FBtr0074412.1,protein_coding
FBtr0074415.1,protein_coding
FBtr0074416.1,protein_coding
FBtr0074417.1,protein_coding
FBtr0074418.1,protein_coding
FBtr0074425.1,protein_coding
FBtr0074427.1,protein_coding
FBtr0074428.1,protein_coding
FBtr0074429.1,protein_coding
FBtr0074430.1,protein_coding
FBtr0074431.1,protein_coding
FBtr0074432.1,protein_coding
FBtr0074436.1,protein_coding
FBtr0074437.1,protein_coding
FBtr0074438.1,protein_coding
FBtr0074439.1,protein_coding
FBtr0074440.1,protein_coding
FBtr0074441.1,protein_coding
FBtr0074442.1,protein_coding
FBtr0074443.1,protein_coding
FBtr0074444.1,protein_coding
FBtr0074445.1,protein_coding
FBtr0074446.1,protein_coding
FBtr0074447.1,protein_coding
FBtr0074448.1,protein_coding
FBtr0074449.1,protein_coding
FBtr0074451.1,protein_coding
FBtr0074452.1,protein_coding
FBtr0074453.1,protein_coding
FBtr0074454.1,protein_coding
FBtr0074455.1,protein_coding
FBtr0074456.1,protein_coding
FBtr0074461.1,protein_coding
FBtr0074462.1,protein_coding
FBtr0074463.1,protein_coding
FBtr0074464.1,protein_coding
FBtr0074465.1,protein_coding
FBtr0074466.1,protein_coding
FBtr0074467.1,protein_coding
FBtr0074468.1,protein_coding
FBtr0074469.1,protein_coding
FBtr0074470.1,protein_coding
FBtr0074471.1,protein_coding
FBtr0074472.1,protein_coding
FBtr0074473.1,protein_coding
FBtr0074474.1,protein_coding
FBtr0074475.1,protein_coding
FBtr0074476.1,protein_coding
FBtr0074477.1,protein_coding
FBtr0074478.1,protein_coding
FBtr0074479.1,protein_coding
FBtr0074480.1,protein_coding
FBtr0074481.1,protein_coding
FBtr0074482.1,protein_coding
FBtr0074483.1,protein_coding
FBtr0074484.1,protein_coding
FBtr0074485.1,protein_coding
FBtr0074486.1,protein_coding
FBtr0074487.1,protein_coding
FBtr0074491.1,protein_coding
FBtr0074492.1,protein_coding
FBtr0074493.1,protein_coding
FBtr0074494.1,protein_coding
FBtr0074495.1,protein_coding
FBtr0074499.1,pseudogene
FBtr0074504.1,protein_coding
FBtr0074505.1,protein_coding
FBtr0074508.1,protein_coding
FBtr0074509.1,protein_coding
FBtr0074510.1,protein_coding
FBtr0074511.1,protein_coding
FBtr0074513.1,protein_coding
FBtr0074514.1,protein_coding
FBtr0074515.1,protein_coding
FBtr0074520.1,protein_coding
FBtr0074521.1,protein_coding
FBtr0074522.1,protein_coding
FBtr0074523.1,protein_coding
FBtr0074524.1,protein_coding
FBtr0074525.1,protein_coding
FBtr0074526.1,protein_coding
FBtr0074527.1,protein_coding
FBtr0074528.1,protein_coding
FBtr0074530.1,protein_coding
FBtr0074531.1,protein_coding
FBtr0074539.1,protein_coding
FBtr0074540.1,protein_coding
FBtr0074544.1,protein_coding
FBtr0074545.1,protein_coding
FBtr0074546.1,protein_coding
FBtr0074549.1,protein_coding
FBtr0074553.1,protein_coding
FBtr0074555.1,protein_coding
FBtr0074557.1,protein_coding
FBtr0074558.1,protein_coding
FBtr0074559.1,protein_coding
FBtr0074560.1,protein_coding
FBtr0074563.1,protein_coding
FBtr0074568.1,protein_coding
FBtr0074569.1,protein_coding
FBtr0074570.1,protein_coding
FBtr0074571.1,protein_coding
FBtr0074574.1,protein_coding
FBtr0074575.1,protein_coding
FBtr0074576.1,protein_coding
FBtr0074577.1,protein_coding
FBtr0074578.1,protein_coding
FBtr0074579.1,protein_coding
FBtr0074581.1,protein_coding
FBtr0074584.1,protein_coding
FBtr0074590.1,protein_coding
FBtr0074591.1,protein_coding
FBtr0074592.1,protein_coding
FBtr0074593.1,protein_coding
FBtr0074596.1,protein_coding
FBtr0074600.1,tRNA
FBtr0074601.1,protein_coding
FBtr0074602.1,protein_coding
FBtr0074603.1,protein_coding
FBtr0074604.1,protein_coding
FBtr0074605.1,protein_coding
FBtr0074607.1,protein_coding
FBtr0074609.1,protein_coding
FBtr0074610.1,protein_coding
FBtr0074611.1,protein_coding
FBtr0074612.1,protein_coding
FBtr0074613.1,protein_coding
FBtr0074614.1,protein_coding
FBtr0074615.1,protein_coding
FBtr0074616.1,protein_coding
FBtr0074617.1,protein_coding
FBtr0074618.1,protein_coding
FBtr0074619.1,protein_coding
FBtr0074620.1,protein_coding
FBtr0074621.1,protein_coding
FBtr0074622.1,protein_coding
FBtr0074623.1,protein_coding
FBtr0074624.1,protein_coding
FBtr0074625.1,protein_coding
FBtr0074626.1,protein_coding
FBtr0074627.1,protein_coding
FBtr0074628.1,protein_coding
FBtr0074629.1,protein_coding
FBtr0074630.1,protein_coding
FBtr0074631.1,protein_coding
FBtr0074632.1,protein_coding
FBtr0074634.1,protein_coding
FBtr0074635.1,protein_coding
FBtr0074639.1,protein_coding
FBtr0074640.1,protein_coding
FBtr0074643.1,protein_coding
FBtr0074644.1,protein_coding
FBtr0074647.1,protein_coding
FBtr0074648.1,protein_coding
FBtr0074649.1,protein_coding
FBtr0074652.1,protein_coding
FBtr0074653.1,protein_coding
FBtr0074654.1,protein_coding
FBtr0074655.1,protein_coding
FBtr0074656.1,protein_coding
FBtr0074657.1,protein_coding
FBtr0074658.1,protein_coding
FBtr0074659.1,protein_coding
FBtr0074660.1,protein_coding
FBtr0074661.1,protein_coding
FBtr0074663.1,protein_coding
FBtr0074664.1,protein_coding
FBtr0074665.1,protein_coding
FBtr0074666.1,protein_coding
FBtr0074668.1,protein_coding
FBtr0074669.1,protein_coding
FBtr0074670.1,protein_coding
FBtr0074671.1,protein_coding
FBtr0074672.1,protein_coding
FBtr0074673.1,protein_coding
FBtr0074674.1,protein_coding
FBtr0074675.1,protein_coding
FBtr0074676.1,protein_coding
FBtr0074677.1,protein_coding
FBtr0074678.1,protein_coding
FBtr0074680.1,protein_coding
FBtr0074682.1,protein_coding
FBtr0074683.1,protein_coding
FBtr0074684.1,protein_coding
FBtr0074686.1,protein_coding
FBtr0074687.1,protein_coding
FBtr0074688.1,protein_coding
FBtr0074689.1,protein_coding
FBtr0074690.1,protein_coding
FBtr0074691.1,protein_coding
FBtr0074692.1,protein_coding
FBtr0074693.1,protein_coding
FBtr0074695.1,protein_coding
FBtr0074696.1,protein_coding
FBtr0074697.1,protein_coding
FBtr0074698.1,protein_coding
FBtr0074701.1,protein_coding
FBtr0074703.1,protein_coding
FBtr0074704.1,protein_coding
FBtr0074707.1,protein_coding
FBtr0074708.1,protein_coding
FBtr0074710.1,protein_coding
FBtr0074711.1,protein_coding
FBtr0074712.1,protein_coding
FBtr0074713.1,protein_coding
FBtr0074714.1,protein_coding
FBtr0074715.1,protein_coding
FBtr0074716.1,protein_coding
FBtr0074717.1,protein_coding
FBtr0074718.1,protein_coding
FBtr0074719.1,protein_coding
FBtr0074720.1,protein_coding
FBtr0074721.1,protein_coding
FBtr0074727.1,protein_coding
FBtr0074728.1,protein_coding
FBtr0074729.1,protein_coding
FBtr0074730.1,protein_coding
FBtr0074731.1,protein_coding
FBtr0074732.1,protein_coding
FBtr0074733.1,protein_coding
FBtr0074734.1,protein_coding
FBtr0074736.1,protein_coding
FBtr0074737.1,protein_coding
FBtr0074738.1,protein_coding
FBtr0074739.1,protein_coding
FBtr0074740.1,protein_coding
FBtr0074741.1,protein_coding
FBtr0074742.1,protein_coding
FBtr0074743.1,protein_coding
FBtr0074744.1,protein_coding
FBtr0074745.1,protein_coding
FBtr0074746.1,protein_coding
FBtr0074747.1,protein_coding
FBtr0074748.1,protein_coding
FBtr0074749.1,protein_coding
FBtr0074750.1,protein_coding
FBtr0074751.1,protein_coding
FBtr0074753.1,protein_coding
FBtr0074754.1,protein_coding
FBtr0074756.1,protein_coding
FBtr0074758.1,protein_coding
FBtr0074759.1,protein_coding
FBtr0074760.1,protein_coding
FBtr0074761.1,protein_coding
FBtr0074762.1,protein_coding
FBtr0074763.1,protein_coding
FBtr0074767.1,protein_coding
